-9.80882362,1.41591891
-9.38345929,0.00650189
-9.36531037,-0.98948338
-8.95601503,-3.23848534
-8.92216885,-3.96860325
-8.91573508,-0.06228892
-8.89257496,-0.78913917
-8.80471283,1.91114966
-8.77461407,2.94776732
-8.74918458,2.07776458
-8.69155586,0.51783224
-8.63054824,-4.86416392
-8.61890142,4.83660811
-8.59526383,1.5176011
-8.46004261,-3.06909425
-8.42580211,-5.37750764
-8.14051485,-2.04346989
-8.00024406,-0.89583114
-7.87029702,-4.35416891
-7.8520971,-0.64005127
-7.19422642,-0.46720194
-7.18544077,-5.216159
-7.05217724,-3.6452354
-7.02009453,-1.48093707
-6.81156357,5.68288557
-6.69188889,5.24611342
-6.67385772,2.01793283
-6.6642361,-7.34533136
-6.57574301,0.97333718
-6.46686267,1.30286313
-6.35813341,-3.63155138
-6.06879631,-7.7386599
-5.96638751,0.31243305
-5.95205391,-5.68473026
-5.83700127,-3.35437396
-5.73595486,-6.40736206
-5.71237803,6.12142891
-5.67000072,0.11672909
-5.50951936,6.5120387
-5.43966614,1.69891859
-5.35534688,1.27559287
-5.28726644,-0.44542892
-5.28667879,-1.21493528
-5.23363623,-2.30644085
-5.21843063,1.87317322
-5.16255903,-0.95503736
-5.11980538,1.84325039
-4.97442795,1.13110068
-4.9031858,3.30172157
-4.80732638,-2.26330856
-4.69187479,-7.3828846
-4.67031905,4.62953877
-4.54942589,8.04016866
-4.33670132,-3.24725919
-4.28505377,5.68263767
-4.24105435,4.20026852
-4.13497214,7.34333023
-4.1180814,-3.14528239
-4.02431467,7.08714837
-3.93442444,-3.91177267
-3.76838991,6.11718588
-3.51591566,9.18134348
-3.46851194,-6.95734955
-3.4553566,6.60049546
-3.42908807,-8.58482256
-3.35296717,6.05681532
-3.29683493,-8.10331542
-3.28793929,-5.46289706
-3.23122446,4.94166629
-3.23041016,7.44230495
-2.92745661,8.61437551
-2.6683548,-7.30221508
-2.47204299,5.08196685
-2.43029559,-8.18982208
-2.35658657,-5.62751521
-2.22724508,-7.65094824
-2.21587645,9.11758682
-2.08235404,-9.35392878
-2.04277071,-4.79576578
-1.65237715,-7.61223435
-1.63363184,8.08152687
-1.59976215,-8.7234492
-1.5777033,9.38401479
-1.55869786,8.98187252
-1.47183858,-8.78208472
-1.44111424,6.99075455
-1.4125372,-8.7324484
-1.32565525,7.53372436
-1.0962434,-9.21566105
-1.03263334,9.92667222
-0.99222927,-5.42840982
-0.90497406,-6.69601236
-0.81667593,-8.90130584
-0.67337039,6.19351496
-0.63977694,6.78231215
-0.61179628,-7.66434485
-0.49495508,-7.85290342
-0.43365953,-5.38727357
-0.28851273,7.32609362
-0.17916963,-6.06233857
-0.08339398,5.88658294
0.1015789,8.69781735
0.24254709,-7.21112043
0.44291882,9.43623469
0.72562239,-5.35284469
0.83560416,9.27730908
0.96985919,7.00166025
1.16822884,8.97766651
1.22474592,8.51451502
1.53709512,7.91253447
1.74655743,-4.81701235
1.75936251,-5.3369351
1.9310373,6.8934157
2.04648265,9.52735453
2.29232815,-8.64815063
2.47819805,8.89747441
2.58085562,8.77197663
2.59917254,-4.78491441
2.61448436,5.95121044
2.72393935,9.59459424
2.73539374,-8.86205221
2.75235396,-6.87692834
2.95656782,4.5405007
3.12620326,-7.97099053
3.15327578,6.84246377
3.1721971,-7.17539422
3.50410846,-7.40330335
3.50752718,4.92317634
3.60287945,7.67740992
3.68836823,-4.65734382
3.80220816,-3.96698547
3.85108428,-5.41242297
3.97119064,8.52077062
4.07791367,-7.49020141
4.12405725,-6.17425347
4.14253084,3.67366923
4.16044229,5.86411032
4.37834917,7.40367033
4.43136987,5.23179926
4.4773796,5.37007632
4.48065245,8.27782684
4.58378715,6.00092235
4.63598283,3.86311266
4.69428525,6.15896724
4.70603644,5.55021181
4.83658907,7.82890834
4.93497919,6.10023358
4.94737068,-6.9971449
4.9839983,-2.26451998
5.02468376,-1.03017142
5.22450345,5.92789874
5.27324786,3.99505318
5.35303959,0.6269704
5.36340111,5.08210326
5.38566797,-1.90452866
5.47574176,-8.03221642
5.55992265,5.05842213
5.6612431,3.24828692
5.67554916,3.1839858
5.74610652,6.36156889
5.86014064,3.55660572
5.99548471,-3.42583945
6.26650887,0.35781876
6.32350221,-2.68243369
6.35485712,-0.40038856
6.42686174,5.8330445
6.43426972,-5.53398853
6.55700065,-4.60792045
6.63780994,-1.05423576
6.66988006,3.24814049
6.67203426,-6.58746918
6.81420985,-1.69357559
6.82613827,-6.32256842
6.88765182,-5.18562127
6.9350266,2.47369441
6.97886696,-4.0471316
7.03396341,1.77710022
7.05315133,-1.17251436
7.23728062,-6.12733128
7.26841061,0.11395937
7.29223642,1.10249345
7.39671707,4.5168778
7.70356063,4.85566653
7.77237892,-4.69378676
7.80148822,4.79670886
7.89487757,3.14502282
7.89663995,5.63457111
7.91083079,-4.13050574
7.95899639,-0.42228179
8.1224503,-4.79527817
8.23641798,0.86660796
8.3206237,3.5037398
8.38219083,-2.09366896
8.43030103,1.52487914
8.59107501,0.53120147
8.65381628,1.50258969
8.68504458,2.4529521
8.7354201,3.30953789
9.32871738,0.11274827
9.44695832,-2.03486843
